Unnamed: 0,intensity,wl,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Normalized_Intensity,norm
2305,141.615,446.00198999999975,,,,,,0.5376834450431507,0.5376834450431507
2283,137.604,470.7797099999998,,,,,,0.5201121478950367,0.5201121478950367
2264,178.041,492.17864999999983,,,,,,0.6972576335041838,0.6972576335041838
2255,204.9,502.31498999999985,,,,,,0.8149209269724449,0.8149209269724449
2178,247.148,589.03701,,max grey val,,3042.03129,-1.12626,1.0,1.0
2107,217.056,669.0014699999997,,,,,,0.8681736540062207,0.8681736540062207
2073,143.381,707.2943099999998,,,,,,0.5454198974898148,0.5454198974898148
